text,category,urgency
The transaction failed at checkout. This is affecting my work.,PAYMENT,HIGH
This is urgent - can I speak to a manager. This is affecting my work.,OTHER,HIGH
I'm having trouble - can I get a refund instead of store credit. Let me know.,REFUND,MEDIUM
This is really frustrating - my data disappeared after the update.,TECHNICAL,HIGH
I need this fixed soon - my parcel was left at the wrong address. Please fix this ASAP.,DELIVERY,HIGH
I need help - the courier never showed up. Please advise.,DELIVERY,MEDIUM
Could someone assist - my delivery is delayed.,DELIVERY,MEDIUM
"Just wondering, how do I delete my dashboard. No hurry.",ACCOUNT,LOW
I need this fixed soon - i was only refunded part of the amount. This is affecting my work.,REFUND,HIGH
I need help - my order has not been delivered. Let me know.,DELIVERY,MEDIUM
This is unacceptable - the application keeps crashing. I demand an immediate resolution.,TECHNICAL,CRITICAL
Please help immediately - refund shows processed but I don't see it in my bank. This is affecting my work.,REFUND,HIGH
This is really frustrating - i'm stuck on a loading screen.,TECHNICAL,HIGH
"Whenever you get a chance, the app is very slow.",TECHNICAL,LOW
"Just wondering, what are your business hours. No hurry.",OTHER,LOW
I'm having trouble - i need to reset my password.,ACCOUNT,MEDIUM
Quick question - how long does a refund usually take. Thanks.,REFUND,LOW
Quick question - do you ship internationally. Thanks.,OTHER,LOW
"Whenever you get a chance, can I get a refund instead of store credit. Whenever convenient.",REFUND,LOW
PayPal payment did not go through. Let me know.,PAYMENT,MEDIUM
I'm having trouble - i was charged a restocking fee I wasn't told about. Can someone help?,REFUND,MEDIUM
This is an emergency - i was charged twice for the same order.,PAYMENT,CRITICAL
"Whenever you get a chance, my login shows the wrong information. No hurry.",ACCOUNT,LOW
URGENT - i want to dispute a charge and request a refund. I want this escalated immediately.,REFUND,CRITICAL
I cannot access my user account. Please fix this ASAP.,ACCOUNT,HIGH
I need this fixed soon - the order has not arrived yet. I need a resolution today.,DELIVERY,HIGH
"Just wondering, how do I request a refund. Thanks.",REFUND,LOW
This is really frustrating - my subscription renewed but I cancelled it last month. I need a resolution today.,PAYMENT,HIGH
The package is missing items. This is affecting my work.,DELIVERY,HIGH
The order has not arrived yet. This is affecting my work.,DELIVERY,HIGH
Quick question - i have a general question.,OTHER,LOW
I need this fixed soon - my membership is locked. I need a resolution today.,ACCOUNT,HIGH
I need help - i need help with something. Please advise.,OTHER,MEDIUM
I need help - my shipment arrived damaged.,DELIVERY,MEDIUM
I'm having trouble - my delivery is delayed. Can someone help?,DELIVERY,MEDIUM
I need this fixed soon - someone else logged into my account.,ACCOUNT,HIGH
I'm having trouble - i forgot my password for my profile. Please advise.,ACCOUNT,MEDIUM
I'm having trouble - i returned my item but haven't been refunded. Can someone help?,REFUND,MEDIUM
Refund shows processed but I don't see it in my bank. I need a resolution today.,REFUND,HIGH
This is really frustrating - payment is not going through.,PAYMENT,HIGH
This is urgent - i received the wrong item in my order. Please fix this ASAP.,DELIVERY,HIGH
Please help immediately - my refund of $430 still hasn't shown up after 10 days. This is affecting my work.,REFUND,HIGH
"Just wondering, the notifications are not working.",TECHNICAL,LOW
What are your business hours. Thanks.,OTHER,LOW
I need help - i was only refunded part of the amount.,REFUND,MEDIUM
Please help immediately - i was charged twice for the same order.,PAYMENT,HIGH
"Just wondering, can I get a copy of my receipt. Whenever convenient.",PAYMENT,LOW
"Whenever you get a chance, i have a general question.",OTHER,LOW
I need help - my payment is stuck processing for 5 days. Let me know.,PAYMENT,MEDIUM
"Whenever you get a chance, i want to merge two accounts. Whenever convenient.",ACCOUNT,LOW
This is unacceptable - i think my account was hacked. This is completely unacceptable and needs fixing NOW.,ACCOUNT,CRITICAL
The package is missing items. Can someone help?,DELIVERY,MEDIUM
"No rush, but i forgot my password for my login. Whenever convenient.",ACCOUNT,LOW
The platform is not compatible with my Android phone. Please advise.,TECHNICAL,MEDIUM
I'm having trouble - my shipment is stuck in customs.,DELIVERY,MEDIUM
I need help - my membership shows the wrong information. Let me know.,ACCOUNT,MEDIUM
Could someone assist - my parcel is stuck in customs. Can someone help?,DELIVERY,MEDIUM
Could someone assist - i want to file a complaint.,OTHER,MEDIUM
This is urgent - my delivery is stuck in customs. Please fix this ASAP.,DELIVERY,HIGH
This is urgent - my membership is locked. Please fix this ASAP.,ACCOUNT,HIGH
Could someone assist - the transaction failed at checkout. Let me know.,PAYMENT,MEDIUM
"No rush, but images are not loading on the website. Whenever convenient.",TECHNICAL,LOW
Could someone assist - can I change my delivery address. Can someone help?,DELIVERY,MEDIUM
I can't update my billing address on my membership. Can someone help?,ACCOUNT,MEDIUM
"No rush, but do you offer gift cards. Whenever convenient.",OTHER,LOW
Could someone assist - my dashboard shows the wrong information. Let me know.,ACCOUNT,MEDIUM
I need to reset my password.,ACCOUNT,MEDIUM
Could someone assist - the page is not loading. Can someone help?,TECHNICAL,MEDIUM
Please help me recover my old user account. Please advise.,ACCOUNT,MEDIUM
This is really frustrating - i need a refund because the package never arrived. I need a resolution today.,REFUND,HIGH
"No rush, but i need to change the delivery date for #23947. Whenever convenient.",DELIVERY,LOW
This is urgent - my card was declined.,PAYMENT,HIGH
This needs to be resolved right now - refund shows processed but I don't see it in my bank. I demand an immediate resolution.,REFUND,CRITICAL
Can I speak to a manager.,OTHER,MEDIUM
This needs to be resolved right now - i see an unauthorized charge of $89.00 on my account. I want this escalated immediately.,PAYMENT,CRITICAL
I'm having trouble - i can't update my billing address on my user account.,ACCOUNT,MEDIUM
Please help immediately - my shipment arrived damaged.,DELIVERY,HIGH
I need this fixed soon - my card was declined.,PAYMENT,HIGH
Please help immediately - i want to dispute a charge and request a refund. This is affecting my work.,REFUND,HIGH
My refund request was denied and I don't understand why. Please fix this ASAP.,REFUND,HIGH
"No rush, but is there a student discount available. Thanks.",OTHER,LOW
I cannot log into my login.,ACCOUNT,HIGH
I need this fixed soon - the app froze and I lost all my work. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - i have an issue with my order. Can someone help?,OTHER,MEDIUM
"No rush, but where is my package. No hurry.",DELIVERY,LOW
My delivery is delayed.,DELIVERY,MEDIUM
I need help - can I change my delivery address. Please advise.,DELIVERY,MEDIUM
I need this fixed soon - i was charged twice for the same order. Please fix this ASAP.,PAYMENT,HIGH
I am extremely upset - my data disappeared after the update.,TECHNICAL,CRITICAL
Images are not loading on the app. Please advise.,TECHNICAL,MEDIUM
Someone else logged into my login. Please fix this ASAP.,ACCOUNT,HIGH
I need help - i keep getting logged out of my profile. Let me know.,ACCOUNT,MEDIUM
"Just wondering, i need assistance.",OTHER,LOW
This needs to be resolved right now - the website is completely down. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I'm having trouble - i forgot my password for my user account. Please advise.,ACCOUNT,MEDIUM
"No rush, but i want to switch my payment method to a different card. Whenever convenient.",PAYMENT,LOW
I need this fixed soon - my package #70142 shows delivered but I never received it. I need a resolution today.,DELIVERY,HIGH
I need this fixed soon - i have not received my refund. I need a resolution today.,REFUND,HIGH
When will I receive my refund. No hurry.,REFUND,LOW
Can you expedite my parcel. No hurry.,DELIVERY,LOW
I need help - i can't update my billing address on my login. Please advise.,ACCOUNT,MEDIUM
I'm having trouble - i need assistance. Let me know.,OTHER,MEDIUM
I need this fixed soon - payPal payment did not go through.,PAYMENT,HIGH
"Whenever you get a chance, i'd like to give some feedback about your service.",OTHER,LOW
I have a question about your privacy policy. Thanks.,OTHER,LOW
I need help - my payment is stuck processing for 10 days.,PAYMENT,MEDIUM
I can't update my billing address on my login. Let me know.,ACCOUNT,MEDIUM
I can't verify my email address.,ACCOUNT,MEDIUM
This is an emergency - my data disappeared after the update.,TECHNICAL,CRITICAL
I need help - when will I receive my refund. Let me know.,REFUND,MEDIUM
I have a suggestion for a new feature. No hurry.,OTHER,LOW
Could someone assist - the order has not arrived yet. Let me know.,DELIVERY,MEDIUM
"Just wondering, i'm not sure who to contact about this.",OTHER,LOW
I need help - my order has not been delivered. Can someone help?,DELIVERY,MEDIUM
"Whenever you get a chance, i want to track my shipment. Whenever convenient.",DELIVERY,LOW
This is urgent - i keep getting timeout error when I try to log in. I need a resolution today.,TECHNICAL,HIGH
I forgot my password for my dashboard. Can someone help?,ACCOUNT,MEDIUM
I need this fixed soon - i was charged twice for the same order. I need a resolution today.,PAYMENT,HIGH
Please help immediately - i was billed in the wrong currency. This is affecting my work.,PAYMENT,HIGH
I need this fixed soon - the app crashes every time I open it on my tablet. This is affecting my work.,TECHNICAL,HIGH
This needs to be resolved right now - someone else logged into my login.,ACCOUNT,CRITICAL
URGENT - i see an unauthorized charge of $199 on my account. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
This is really frustrating - i can't upload files on the mobile app. I need a resolution today.,TECHNICAL,HIGH
Could someone assist - the app is not compatible with my iPhone. Please advise.,TECHNICAL,MEDIUM
I need help - i need help with something. Let me know.,OTHER,MEDIUM
I need this fixed soon - i received the wrong item in my delivery. I need a resolution today.,DELIVERY,HIGH
I need help - i only received part of my order. Let me know.,DELIVERY,MEDIUM
I need this fixed soon - refund shows processed but I don't see it in my bank. Please fix this ASAP.,REFUND,HIGH
I need help - i need to reset my password. Please advise.,ACCOUNT,MEDIUM
How do I request a refund.,REFUND,LOW
I need this fixed soon - i keep getting logged out of my login. This is affecting my work.,ACCOUNT,HIGH
This is urgent - i can't upload files on the mobile app. Please fix this ASAP.,TECHNICAL,HIGH
"This is unacceptable - i see an unauthorized charge of $1,200 on my account. I want this escalated immediately.",PAYMENT,CRITICAL
Quick question - i have a suggestion for a new feature.,OTHER,LOW
I need this fixed soon - i'm being charged a fee I don't recognize. This is affecting my work.,PAYMENT,HIGH
"Just wondering, images are not loading on the platform.",TECHNICAL,LOW
I need assistance. Thanks.,OTHER,LOW
Quick question - can you expedite my shipment. Whenever convenient.,DELIVERY,LOW
This is really frustrating - the app crashes every time I open it on my laptop. I need a resolution today.,TECHNICAL,HIGH
This is urgent - my subscription renewed but I cancelled it last month.,PAYMENT,HIGH
I'm having trouble - i cannot access my dashboard. Let me know.,ACCOUNT,MEDIUM
"No rush, but i have a general question. Thanks.",OTHER,LOW
This is urgent - i am getting an error on the website. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - the platform logged me out randomly. Can someone help?,TECHNICAL,MEDIUM
This is urgent - i returned my item but haven't been refunded.,REFUND,HIGH
This is urgent - the checkout page keeps rejecting my card. Please fix this ASAP.,PAYMENT,HIGH
I'm having trouble - the website logged me out randomly. Let me know.,TECHNICAL,MEDIUM
"No rush, but this is regarding a partnership inquiry. Whenever convenient.",OTHER,LOW
"Whenever you get a chance, i need to update my payment method.",PAYMENT,LOW
Quick question - do you offer gift cards.,OTHER,LOW
Could someone assist - i'm stuck on a loading screen.,TECHNICAL,MEDIUM
"Whenever you get a chance, i forgot my password for my user account.",ACCOUNT,LOW
I need help - images are not loading on the system.,TECHNICAL,MEDIUM
"Whenever you get a chance, i need to update my payment method. Whenever convenient.",PAYMENT,LOW
This is unacceptable - i see an unauthorized charge of $430 on my account. I demand an immediate resolution.,PAYMENT,CRITICAL
"Whenever you get a chance, what are your business hours. No hurry.",OTHER,LOW
I am extremely upset - i think my account was hacked. I want this escalated immediately.,ACCOUNT,CRITICAL
I can't upload files on the app. This is affecting my work.,TECHNICAL,HIGH
Quick question - can I get a refund instead of store credit. No hurry.,REFUND,LOW
Quick question - how do I contact a human representative. No hurry.,OTHER,LOW
How long does a refund usually take. Whenever convenient.,REFUND,LOW
I need a refund because the package never arrived. I need a resolution today.,REFUND,HIGH
"No rush, but do you ship internationally. Whenever convenient.",OTHER,LOW
My package was left at the wrong address. Please fix this ASAP.,DELIVERY,HIGH
I'm having trouble - my invoice shows an incorrect total. Please advise.,PAYMENT,MEDIUM
The app is very slow.,TECHNICAL,MEDIUM
"Just wondering, where is my package. Whenever convenient.",DELIVERY,LOW
This is urgent - i received the wrong item in my delivery. This is affecting my work.,DELIVERY,HIGH
Please help immediately - i am getting an error on the website.,TECHNICAL,HIGH
I was charged twice for the same order.,PAYMENT,HIGH
Could someone assist - the platform is not compatible with my Safari browser. Please advise.,TECHNICAL,MEDIUM
Please help immediately - please help me recover my old user account. Please fix this ASAP.,ACCOUNT,HIGH
"No rush, but i have a question about your privacy policy.",OTHER,LOW
I'm having trouble - i keep getting logged out of my user account.,ACCOUNT,MEDIUM
Could someone assist - i have an issue with my order.,OTHER,MEDIUM
Please help me recover my old dashboard. Let me know.,ACCOUNT,MEDIUM
I need this fixed soon - the transaction failed at checkout. I need a resolution today.,PAYMENT,HIGH
I need this fixed soon - my dashboard was suspended without warning. I need a resolution today.,ACCOUNT,HIGH
My order has been sitting at the warehouse for 10 days.,DELIVERY,HIGH
I need this fixed soon - i only received part of my delivery. Please fix this ASAP.,DELIVERY,HIGH
"Whenever you get a chance, this is regarding a partnership inquiry.",OTHER,LOW
I have a question about your privacy policy.,OTHER,LOW
URGENT - my login is locked. I want this escalated immediately.,ACCOUNT,CRITICAL
Quick question - i want to merge two accounts. Thanks.,ACCOUNT,LOW
I'm having trouble - the search feature is broken. Can someone help?,TECHNICAL,MEDIUM
Please help immediately - i have not received my refund.,REFUND,HIGH
Could someone assist - how do I contact a human representative. Let me know.,OTHER,MEDIUM
This needs to be resolved right now - the application keeps crashing. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I need this fixed soon - my delivery is stuck in customs.,DELIVERY,HIGH
This is urgent - i was only refunded part of the amount. This is affecting my work.,REFUND,HIGH
I need help - my subscription is linked to the wrong user account. Please advise.,ACCOUNT,MEDIUM
Quick question - do you have a loyalty program. No hurry.,OTHER,LOW
This is an emergency - i need a refund because the shipment never arrived.,REFUND,CRITICAL
"No rush, but i need assistance.",OTHER,LOW
The refund policy is unclear to me.,REFUND,LOW
I'm having trouble - the tracking hasn't updated in two weeks. Can someone help?,DELIVERY,MEDIUM
I need help - how do I request a refund.,REFUND,MEDIUM
"Whenever you get a chance, do you offer gift cards. Thanks.",OTHER,LOW
I'm having trouble - my payment failed. Can someone help?,PAYMENT,MEDIUM
This is really frustrating - i was charged a restocking fee I wasn't told about. This is affecting my work.,REFUND,HIGH
I need help - i was charged a restocking fee I wasn't told about. Let me know.,REFUND,MEDIUM
I'm having trouble - i am getting an error on the website. Let me know.,TECHNICAL,MEDIUM
URGENT - the app crashes every time I open it on my desktop.,TECHNICAL,CRITICAL
This is really frustrating - my refund of $250 still hasn't shown up after several days. Please fix this ASAP.,REFUND,HIGH
I'm having trouble - the search feature is broken. Please advise.,TECHNICAL,MEDIUM
Could someone assist - the app is very slow. Please advise.,TECHNICAL,MEDIUM
Could someone assist - i want to cancel my order and get a refund. Can someone help?,REFUND,MEDIUM
The app is not compatible with my iPhone. Can someone help?,TECHNICAL,MEDIUM
I can't update my billing address on my login. Please advise.,ACCOUNT,MEDIUM
I'm having trouble - my order arrived damaged. Can someone help?,DELIVERY,MEDIUM
This is really frustrating - the API keeps returning timeout error. This is affecting my work.,TECHNICAL,HIGH
"Just wondering, i want to track my shipment. Whenever convenient.",DELIVERY,LOW
"No rush, but i'd like to give some feedback about your service. No hurry.",OTHER,LOW
None of the buttons on the platform are responding. Please fix this ASAP.,TECHNICAL,HIGH
"Whenever you get a chance, i need information about your terms of service.",OTHER,LOW
I need help - please help me recover my old user account. Let me know.,ACCOUNT,MEDIUM
I need this fixed soon - my user account was suspended without warning.,ACCOUNT,HIGH
Could someone assist - can I speak to a manager. Let me know.,OTHER,MEDIUM
I need this fixed soon - the wrong amount was charged to my card.,PAYMENT,HIGH
This is urgent - the order has not arrived yet.,DELIVERY,HIGH
This is urgent - i'm being charged a fee I don't recognize. I need a resolution today.,PAYMENT,HIGH
Can I get a refund instead of store credit. Please advise.,REFUND,MEDIUM
This is really frustrating - refund shows processed but I don't see it in my bank. Please fix this ASAP.,REFUND,HIGH
"Whenever you get a chance, i'd like to give some feedback about your service. Thanks.",OTHER,LOW
I'm seeing a blank screen instead of the dashboard.,TECHNICAL,HIGH
"Whenever you get a chance, i need to change the delivery date for #17331. Thanks.",DELIVERY,LOW
Can you expedite my parcel. Let me know.,DELIVERY,MEDIUM
"Just wondering, how do I contact a human representative. No hurry.",OTHER,LOW
"No rush, but the notifications are not working. Thanks.",TECHNICAL,LOW
This is really frustrating - i am getting an error on the website. Please fix this ASAP.,TECHNICAL,HIGH
Could someone assist - i need help with something. Let me know.,OTHER,MEDIUM
This is really frustrating - the wrong amount was charged to my card.,PAYMENT,HIGH
Please help immediately - the system froze and I lost all my work. This is affecting my work.,TECHNICAL,HIGH
Please help immediately - i cannot access my account.,ACCOUNT,HIGH
I was charged $12.50 but my order was cancelled. Please fix this ASAP.,PAYMENT,HIGH
Could someone assist - i cannot log into my account. Please advise.,ACCOUNT,MEDIUM
This is an emergency - my user account was suspended without warning. This is completely unacceptable and needs fixing NOW.,ACCOUNT,CRITICAL
I am extremely upset - my user account was suspended without warning. I demand an immediate resolution.,ACCOUNT,CRITICAL
I need help - my payment is stuck processing for 2 days. Please advise.,PAYMENT,MEDIUM
I'm having trouble - the delivery driver couldn't find my address. Let me know.,DELIVERY,MEDIUM
I am extremely upset - i want to dispute a charge and request a refund.,REFUND,CRITICAL
I need this fixed soon - i'm seeing a blank screen instead of the dashboard. I need a resolution today.,TECHNICAL,HIGH
I need this fixed soon - i am getting an error on the website. I need a resolution today.,TECHNICAL,HIGH
This is unacceptable - i need a refund because the delivery never arrived. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
I'm having trouble - i'm stuck on a loading screen. Can someone help?,TECHNICAL,MEDIUM
How do I contact a human representative. No hurry.,OTHER,LOW
Please help immediately - the application keeps crashing. This is affecting my work.,TECHNICAL,HIGH
I need help - the checkout page keeps rejecting my card. Let me know.,PAYMENT,MEDIUM
This is urgent - my order has not been delivered. This is affecting my work.,DELIVERY,HIGH
I'm having trouble - i only received part of my shipment. Let me know.,DELIVERY,MEDIUM
Could someone assist - please help me recover my old membership. Please advise.,ACCOUNT,MEDIUM
"Just wondering, where is my package. No hurry.",DELIVERY,LOW
I need help - the app is not compatible with my Safari browser. Can someone help?,TECHNICAL,MEDIUM
"Whenever you get a chance, can you refund my subscription for this month. Whenever convenient.",REFUND,LOW
This is urgent - i was charged $12.50 but my order was cancelled.,PAYMENT,HIGH
I'm having trouble - i forgot my password for my profile. Can someone help?,ACCOUNT,MEDIUM
"This is unacceptable - i see an unauthorized charge of $1,200 on my account. I demand an immediate resolution.",PAYMENT,CRITICAL
Please help immediately - my subscription renewed but I cancelled it last month.,PAYMENT,HIGH
I need this fixed soon - i was charged $250 but my order was cancelled. This is affecting my work.,PAYMENT,HIGH
I need help - i keep getting logged out of my user account. Please advise.,ACCOUNT,MEDIUM
This is really frustrating - i'm stuck on a loading screen. Please fix this ASAP.,TECHNICAL,HIGH
The application keeps crashing.,TECHNICAL,HIGH
I'm having trouble - my order is stuck in customs. Please advise.,DELIVERY,MEDIUM
"No rush, but how long does a refund usually take. No hurry.",REFUND,LOW
Quick question - my account shows the wrong information. No hurry.,ACCOUNT,LOW
I have a suggestion for a new feature. Whenever convenient.,OTHER,LOW
Quick question - i need to reschedule my delivery. No hurry.,DELIVERY,LOW
"Just wondering, my dashboard shows the wrong information. Thanks.",ACCOUNT,LOW
I am extremely upset - i was charged $15.75 but my order was cancelled. I want this escalated immediately.,PAYMENT,CRITICAL
The tracking hasn't updated in two weeks.,DELIVERY,HIGH
I need help - my membership shows the wrong information. Please advise.,ACCOUNT,MEDIUM
This is urgent - i'm being charged a fee I don't recognize. This is affecting my work.,PAYMENT,HIGH
Could someone assist - the checkout page keeps rejecting my card. Please advise.,PAYMENT,MEDIUM
Please help immediately - my shipment arrived damaged. Please fix this ASAP.,DELIVERY,HIGH
I want to unsubscribe from marketing emails.,OTHER,LOW
I need help - i cannot access my user account. Can someone help?,ACCOUNT,MEDIUM
I'm having trouble - the order has not arrived yet. Let me know.,DELIVERY,MEDIUM
Could someone assist - i can't update my billing address on my user account.,ACCOUNT,MEDIUM
I was charged a restocking fee I wasn't told about. Let me know.,REFUND,MEDIUM
Payment is not going through.,PAYMENT,MEDIUM
I received the wrong item in my order.,DELIVERY,MEDIUM
The system is not compatible with my desktop. Let me know.,TECHNICAL,MEDIUM
Quick question - i need information about your terms of service. Thanks.,OTHER,LOW
This needs to be resolved right now - the website is completely down. I demand an immediate resolution.,TECHNICAL,CRITICAL
"Whenever you get a chance, there's a bug in the latest update. Whenever convenient.",TECHNICAL,LOW
This needs to be resolved right now - refund shows processed but I don't see it in my bank. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
Please help immediately - my package was left at the wrong address. I need a resolution today.,DELIVERY,HIGH
I need help - i received the wrong item in my delivery. Let me know.,DELIVERY,MEDIUM
Quick question - this is regarding a partnership inquiry. Whenever convenient.,OTHER,LOW
Please help immediately - my subscription renewed but I cancelled it last month. I need a resolution today.,PAYMENT,HIGH
Could someone assist - how do I request a refund. Can someone help?,REFUND,MEDIUM
The API keeps returning null pointer exception. This is affecting my work.,TECHNICAL,HIGH
"Just wondering, i'd like to give some feedback about your service.",OTHER,LOW
I keep getting logged out of my membership. This is affecting my work.,ACCOUNT,HIGH
"No rush, but can you help me. No hurry.",OTHER,LOW
This is really frustrating - my order has not been delivered. I need a resolution today.,DELIVERY,HIGH
Quick question - i have a question about your privacy policy.,OTHER,LOW
Please help immediately - i keep getting 404 when I try to log in.,TECHNICAL,HIGH
Is there a student discount available. No hurry.,OTHER,LOW
"I need help - i returned the wrong item by mistake, can I still get a refund. Please advise.",REFUND,MEDIUM
I need help - i'm seeing a blank screen instead of the dashboard. Can someone help?,TECHNICAL,MEDIUM
I need help - my profile shows the wrong information.,ACCOUNT,MEDIUM
This is really frustrating - i have not received my refund. This is affecting my work.,REFUND,HIGH
Please help immediately - i keep getting logged out of my user account. Please fix this ASAP.,ACCOUNT,HIGH
Could someone assist - my invoice shows an incorrect total. Please advise.,PAYMENT,MEDIUM
This needs to be resolved right now - i think my account was hacked. I demand an immediate resolution.,ACCOUNT,CRITICAL
Please help immediately - the tracking hasn't updated in 10 days. I need a resolution today.,DELIVERY,HIGH
Quick question - can I get a copy of my receipt.,PAYMENT,LOW
"Whenever you get a chance, can you help me. Whenever convenient.",OTHER,LOW
"Just wondering, i have a question about your privacy policy.",OTHER,LOW
I need this fixed soon - i want a refund for my order.,REFUND,HIGH
I need this fixed soon - the application keeps crashing. I need a resolution today.,TECHNICAL,HIGH
I need this fixed soon - my refund request was denied and I don't understand why. This is affecting my work.,REFUND,HIGH
How do I request a refund. No hurry.,REFUND,LOW
I need help - the checkout page keeps rejecting my card. Please advise.,PAYMENT,MEDIUM
Could someone assist - my payment is stuck processing for two weeks. Please advise.,PAYMENT,MEDIUM
This needs to be resolved right now - i think my account was hacked.,ACCOUNT,CRITICAL
This is an emergency - i need a refund because the parcel never arrived.,REFUND,CRITICAL
This is unacceptable - the application keeps crashing.,TECHNICAL,CRITICAL
I need help - the search feature is broken. Can someone help?,TECHNICAL,MEDIUM
How do I contact a human representative. Thanks.,OTHER,LOW
This is urgent - i need a refund because the order never arrived. I need a resolution today.,REFUND,HIGH
"Whenever you get a chance, i forgot my password for my membership. No hurry.",ACCOUNT,LOW
Quick question - there's a bug in the latest update. Thanks.,TECHNICAL,LOW
Please help immediately - the wrong amount was charged to my card. I need a resolution today.,PAYMENT,HIGH
My shipment is stuck in customs. I need a resolution today.,DELIVERY,HIGH
"Whenever you get a chance, how can I change my account email.",ACCOUNT,LOW
"Whenever you get a chance, i want to switch my payment method to a different card. No hurry.",PAYMENT,LOW
I need help - the tracking hasn't updated in 2 days. Let me know.,DELIVERY,MEDIUM
I need this fixed soon - my subscription renewed but I cancelled it last month. This is affecting my work.,PAYMENT,HIGH
"Just wondering, what are your business hours.",OTHER,LOW
I need help - i was billed in the wrong currency. Please advise.,PAYMENT,MEDIUM
I need this fixed soon - payPal payment did not go through. This is affecting my work.,PAYMENT,HIGH
"Whenever you get a chance, images are not loading on the app. Whenever convenient.",TECHNICAL,LOW
This is an emergency - i see an unauthorized charge of $199 on my account.,PAYMENT,CRITICAL
This is an emergency - the application keeps crashing. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
My subscription renewed but I cancelled it last month. This is affecting my work.,PAYMENT,HIGH
Can you help me. Thanks.,OTHER,LOW
"No rush, but i forgot my password for my account. No hurry.",ACCOUNT,LOW
"Whenever you get a chance, what are your business hours. Thanks.",OTHER,LOW
"No rush, but i want to update my username. Thanks.",ACCOUNT,LOW
Quick question - what are your business hours. Thanks.,OTHER,LOW
The package is missing items.,DELIVERY,MEDIUM
This is really frustrating - someone else logged into my login. Please fix this ASAP.,ACCOUNT,HIGH
Please help immediately - i can't upload files on the website. I need a resolution today.,TECHNICAL,HIGH
I need help - i forgot my password for my account.,ACCOUNT,MEDIUM
My subscription is linked to the wrong dashboard.,ACCOUNT,MEDIUM
Please help immediately - i want to file a complaint. I need a resolution today.,OTHER,HIGH
This is unacceptable - the app crashes every time I open it on my tablet.,TECHNICAL,CRITICAL
I'm having trouble - can you expedite my shipment.,DELIVERY,MEDIUM
This is really frustrating - the package is missing items. Please fix this ASAP.,DELIVERY,HIGH
Quick question - i have a suggestion for a new feature. Whenever convenient.,OTHER,LOW
"Whenever you get a chance, i need assistance.",OTHER,LOW
I'm having trouble - i want to cancel my order and get a refund. Please advise.,REFUND,MEDIUM
I need this fixed soon - the API keeps returning error code 9001. This is affecting my work.,TECHNICAL,HIGH
I'm having trouble - i can't update my billing address on my dashboard. Let me know.,ACCOUNT,MEDIUM
Do you ship internationally. Whenever convenient.,OTHER,LOW
I need help - i cannot access my membership. Please advise.,ACCOUNT,MEDIUM
The app crashes every time I open it on my Android phone.,TECHNICAL,HIGH
I need help - the app is not compatible with my laptop. Let me know.,TECHNICAL,MEDIUM
This is urgent - i was charged $430 but my order was cancelled. Please fix this ASAP.,PAYMENT,HIGH
I forgot my password for my login.,ACCOUNT,MEDIUM
This is urgent - i keep getting logged out of my user account.,ACCOUNT,HIGH
Could someone assist - my delivery is delayed. Let me know.,DELIVERY,MEDIUM
"Just wondering, i want to merge two accounts. No hurry.",ACCOUNT,LOW
Could someone assist - i cannot log into my profile. Can someone help?,ACCOUNT,MEDIUM
This is an emergency - the application keeps crashing. I want this escalated immediately.,TECHNICAL,CRITICAL
Could someone assist - i need to change the delivery date for #56566.,DELIVERY,MEDIUM
This is really frustrating - i want to cancel my order and get a refund. This is affecting my work.,REFUND,HIGH
I need help - i need help with something.,OTHER,MEDIUM
"Just wondering, there's a bug in the latest update. No hurry.",TECHNICAL,LOW
Please help immediately - my payment is stuck processing for several days. I need a resolution today.,PAYMENT,HIGH
Quick question - i want to unsubscribe from marketing emails. Whenever convenient.,OTHER,LOW
Could someone assist - can I change my delivery address. Please advise.,DELIVERY,MEDIUM
"Just wondering, i have a suggestion for a new feature. No hurry.",OTHER,LOW
I can't upload files on the website.,TECHNICAL,MEDIUM
"Just wondering, my user account shows the wrong information. Thanks.",ACCOUNT,LOW
My payment is stuck processing for 5 days. Please advise.,PAYMENT,MEDIUM
Quick question - i'm not sure who to contact about this. Whenever convenient.,OTHER,LOW
Where is my package.,DELIVERY,MEDIUM
Please help immediately - i cannot access my user account. I need a resolution today.,ACCOUNT,HIGH
"No rush, but i have a suggestion for a new feature.",OTHER,LOW
I need help - my subscription is linked to the wrong profile. Can someone help?,ACCOUNT,MEDIUM
I need assistance. Let me know.,OTHER,MEDIUM
This is really frustrating - i am getting an error on the website. I need a resolution today.,TECHNICAL,HIGH
I'd like to give some feedback about your service. Thanks.,OTHER,LOW
Please help immediately - i want to dispute a charge and request a refund.,REFUND,HIGH
I'm having trouble - i need to change the delivery date for #12552. Can someone help?,DELIVERY,MEDIUM
Please help immediately - my package is stuck in customs.,DELIVERY,HIGH
